incident_id,incident_name,corrupted_asset_id,cve_id,description,implications,critical,cve_description,base_score,base_severity,attack_vector,attack_complexity,privileges_required,user_interaction,exploitability_score,impact_score,weakness_type,weakness_description,configuration_vulnerable,confidentiality,integrity,availability,,,,
60,Unauthorized Access to Rotation Data,82,CVE-2023-49115,"An attacker gains unauthorized access to the rotational rate data provided by the Drehraten sensor, allowing for manipulation of rotation measurements.","Incorrect rotation data could result in inappropriate corrections to vehicle stability systems, affecting control and increasing accident risk.",0,"






MachineSense devices use unauthenticated MQTT messaging to monitor devices and remote viewing of sensor data by users.







",7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,3.6,Secondary,CWE-306,True,1,0,0,,,,
61,Data Injection for Rotational Rate Manipulation,82,CVE-2024-9918,"An attacker injects false rotational rate data into the vehicle’s control systems, leading to misleading rotational dynamics.","Manipulated data can confuse the vehicle’s stability control system, leading to dangerous vehicle behavior.",0,A vulnerability has been found in HuangDou UTCMS V9 and classified as critical. This vulnerability affects the function RunSql of the file app/modules/ut-data/admin/sql.php. The manipulation of the argument sql leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.,4.7,MEDIUM,NETWORK,LOW,HIGH,NONE,1.2,3.4,Secondary,CWE-89,True,1,1,1,,,,
61,Data Injection for Rotational Rate Manipulation,82,CVE-2024-9918,"An attacker injects false rotational rate data into the vehicle’s control systems, leading to misleading rotational dynamics.","Manipulated data can confuse the vehicle’s stability control system, leading to dangerous vehicle behavior.",0,A vulnerability has been found in HuangDou UTCMS V9 and classified as critical. This vulnerability affects the function RunSql of the file app/modules/ut-data/admin/sql.php. The manipulation of the argument sql leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.,4.7,MEDIUM,NETWORK,LOW,HIGH,NONE,1.2,3.4,Secondary,CWE-89,True,1,1,1,,,,
62,Denial of Service Attack on Rotational Rate Measurement,82,CVE-2023-22399,"A DoS attack targets the data processing unit for Drehraten, disrupting the calculation and transmission of rotational rate data to the vehicle’s control systems.",Disruption of essential data could impair the vehicle’s ability to maintain stability or perform other safety-critical functions.,0,"When sFlow is enabled and it monitors a packet forwarded via ECMP, a buffer management vulnerability in the dcpfe process of Juniper Networks Junos OS on QFX10K Series systems allows an attacker to cause the Packet Forwarding Engine (PFE) to crash and restart by sending specific genuine packets to the device, resulting in a Denial of Service (DoS) condition. The dcpfe process tries to copy more data into a smaller buffer, which overflows and corrupts the buffer, causing a crash of the dcpfe process. Continued receipt and processing of these packets will create a sustained Denial of Service (DoS) condition. This issue affects Juniper Networks Junos OS on QFX10K Series: All versions prior to 19.4R3-S9; 20.2 versions prior to 20.2R3-S6; 20.3 versions prior to 20.3R3-S6; 20.4 versions prior to 20.4R3-S5; 21.1 versions prior to 21.1R3-S4; 21.2 versions prior to 21.2R3-S3; 21.3 versions prior to 21.3R3-S2; 21.4 versions prior to 21.4R2-S2, 21.4R3; 22.1 versions prior to 22.1R2; 22.2 versions prior to 22.2R1-S2, 22.2R2.",7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,3.6,Secondary,CWE-120,True,0,0,1,,,,
63,Unauthorized Firmware Modification,107,CVE-2024-41967,"An attacker gains unauthorized access to the FIRM_FZS Steuergerät ECU firmware, potentially allowing them to modify vehicle dynamics or sensor fusion algorithms.","This could lead to inaccurate vehicle state estimations, misrepresenting vehicle movements and compromising safety.",0,"A low privileged remote attacker may modify the boot mode configuration setup of the device, leading to modification of the firmware upgrade process or a denial-of-service attack.",8.1,HIGH,NETWORK,LOW,LOW,NONE,2.8,5.2,Primary,CWE-306,False,0,1,1,,,,
64,Exploit of Vulnerability in Sensor Fusion Algorithm,107,CVE-2023-3357,"Exploitation of a vulnerability in the sensor fusion algorithm running on the FIRM_FZS Steuergerät, leading to improper calculations of the vehicle’s dynamic state.","Faulty calculations could lead to incorrect control signals, impairing vehicle handling and stability.",0,A NULL pointer dereference flaw was found in the Linux kernel AMD Sensor Fusion Hub driver. This flaw allows a local user to crash the system.,5.5,MEDIUM,LOCAL,LOW,LOW,NONE,1.8,3.6,Secondary,CWE-476,True,0,0,1,,,,
65,Firmware Corruption via Malware Injection,107,CVE-2020-5546,"Malware is injected into the firmware of the FIRM_FZS Steuergerät ECU, potentially causing it to execute unauthorized commands or alter vehicle dynamic behavior.","This could lead to arbitrary code execution, altering the control logic of vehicle movement and affecting safety-critical functionalities.",0,Improper Neutralization of Argument Delimiters in a Command ('Argument Injection') vulnerability in TCP function included in the firmware of Mitsubishi Electric MELQIC IU1 series IU1-1M20-D firmware version 1.0.7 and earlier allows an attacker on the same network segment to stop the network functions or execute malware via a specially crafted packet.,8.8,HIGH,ADJACENT_NETWORK,LOW,NONE,NONE,2.8,5.9,Primary,CWE-88,True,1,1,1,,,,
66,Denial of Service in Vehicle Dynamics Control,107,CVE-2020-5551,"A DoS attack targets the FIRM_FZS Steuergerät ECU, disrupting its ability to process data from sensors and estimate vehicle dynamics correctly.","Loss of functionality or delayed data processing could compromise vehicle stability, impairing decision-making and control.",0,"Toyota 2017 Model Year DCU (Display Control Unit) allows an unauthenticated attacker within Bluetooth range to cause a denial of service attack and/or execute an arbitrary command. The affected DCUs are installed in Lexus (LC, LS, NX, RC, RC F), TOYOTA CAMRY, and TOYOTA SIENNA manufactured in the regions other than Japan from Oct. 2016 to Oct. 2019. An attacker with certain knowledge on the target vehicle control system may be able to send some diagnostic commands to ECUs with some limited availability impacts; the vendor states critical vehicle controls such as driving, turning, and stopping are not affected.",8.8,HIGH,ADJACENT_NETWORK,LOW,NONE,NONE,2.8,5.9,Primary,CWE-276,True,1,1,1,,,,
67,Manipulation of Vehicle State Data,1,CVE-2024-9087,Attackers alter the Fahrzeugzustand data to misrepresent the vehicle's state.,"Vehicle control decisions may be based on inaccurate information, leading to unsafe operations.",0,"A vulnerability, which was classified as critical, was found in code-projects Vehicle Management 1.0. This affects an unknown part of the file /edit1.php. The manipulation of the argument sno leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used.",7.3,HIGH,NETWORK,LOW,NONE,NONE,3.9,3.4,Primary,CWE-89,True,1,1,1,,,,
68,Unauthorized Access to Vehicle State ECU,1,CVE-2024-51072,"Unauthorized users access the ECU, compromising the integrity of Fahrzeugzustand data.",System could execute unintended commands based on manipulated state information.,0,"An issue in KIA Seltos vehicle instrument cluster with software and hardware v1.0 allows attackers to cause a Denial of Service (DoS) via ECU reset UDS service. NOTE: this is disputed by the Supplier because the findings came from a potentially unrealistic test environment (an isolated ECU part that was not in a vehicle), and because the ECUReset specification does not allow a manufacturer to require SecurityAccess and Authentication.",5.3,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,4,Secondary,CWE-346,False,0,0,1,,,,
68,Unauthorized Access to Vehicle State ECU,1,CVE-2024-51072,"Unauthorized users access the ECU, compromising the integrity of Fahrzeugzustand data.",System could execute unintended commands based on manipulated state information.,0,"An issue in KIA Seltos vehicle instrument cluster with software and hardware v1.0 allows attackers to cause a Denial of Service (DoS) via ECU reset UDS service. NOTE: this is disputed by the Supplier because the findings came from a potentially unrealistic test environment (an isolated ECU part that was not in a vehicle), and because the ECUReset specification does not allow a manufacturer to require SecurityAccess and Authentication.",5.3,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,4,Secondary,CWE-346,False,0,0,1,,,,
68,Unauthorized Access to Vehicle State ECU,1,CVE-2024-51072,"Unauthorized users access the ECU, compromising the integrity of Fahrzeugzustand data.",System could execute unintended commands based on manipulated state information.,0,"An issue in KIA Seltos vehicle instrument cluster with software and hardware v1.0 allows attackers to cause a Denial of Service (DoS) via ECU reset UDS service. NOTE: this is disputed by the Supplier because the findings came from a potentially unrealistic test environment (an isolated ECU part that was not in a vehicle), and because the ECUReset specification does not allow a manufacturer to require SecurityAccess and Authentication.",5.3,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,4,Secondary,CWE-346,False,0,0,1,,,,
68,Unauthorized Access to Vehicle State ECU,1,CVE-2024-51072,"Unauthorized users access the ECU, compromising the integrity of Fahrzeugzustand data.",System could execute unintended commands based on manipulated state information.,0,"An issue in KIA Seltos vehicle instrument cluster with software and hardware v1.0 allows attackers to cause a Denial of Service (DoS) via ECU reset UDS service. NOTE: this is disputed by the Supplier because the findings came from a potentially unrealistic test environment (an isolated ECU part that was not in a vehicle), and because the ECUReset specification does not allow a manufacturer to require SecurityAccess and Authentication.",5.3,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,4,Secondary,CWE-346,False,0,0,1,,,,
68,Unauthorized Access to Vehicle State ECU,1,CVE-2024-51072,"Unauthorized users access the ECU, compromising the integrity of Fahrzeugzustand data.",System could execute unintended commands based on manipulated state information.,0,"An issue in KIA Seltos vehicle instrument cluster with software and hardware v1.0 allows attackers to cause a Denial of Service (DoS) via ECU reset UDS service. NOTE: this is disputed by the Supplier because the findings came from a potentially unrealistic test environment (an isolated ECU part that was not in a vehicle), and because the ECUReset specification does not allow a manufacturer to require SecurityAccess and Authentication.",5.3,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,4,Secondary,CWE-346,False,0,0,1,,,,
69,Tampering with Door Status Data,5,CVE-2024-44097,"Attackers physically tamper with door sensors, generating false open/close signals.",False door status could lead to operational errors or security risks.,0,"According to the researcher: ""The TLS connections are encrypted against tampering or eavesdropping. However, the application does not validate the server certificate properly while initializing the TLS connection. This allows for a network attacker to intercept the connection and read the data. The attacker could the either send the client a malicious response, or forward the (possibly modified) data to the real server.""",9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,5.9,Secondary,CWE-269,False,1,1,1,,,,
70,Unauthorized Door Status Monitoring,5,CVE-2018-16216,Attackers gain access to monitor or manipulate Türöffnungsstatus data.,Leads to breaches in vehicle security or false alarms.,0,"A command injection (missing input validation, escaping) in the monitoring or memory status web interface in AudioCodes 405HD (firmware 2.2.12) VoIP phone allows an authenticated remote attacker in the same network as the device to trigger OS commands (like starting telnetd or opening a reverse shell) via a POST request to the web server. In combination with another attack (unauthenticated password change), the attacker can circumvent the authentication requirement.",8,HIGH,ADJACENT_NETWORK,LOW,LOW,NONE,2.1,5.9,Primary,CWE-78,True,1,1,1,,,,
71,Spoofing Battery Level Data,7,CVE-2014-4632,"Attackers inject false battery level data, disrupting energy management.",Could lead to unexpected power depletion or operational failures.,0,,,,,,,,,,,,,,,,,,,
72,Denial of Service on Battery Monitoring,7,CVE-2023-29779,"A DoS attack disrupts battery state monitoring, halting updates.",System could fail to warn about critical battery levels.,0,"Sengled Dimmer Switch V0.0.9 contains a denial of service (DOS) vulnerability, which allows a remote attacker to send malicious Zigbee messages to a vulnerable device and cause crashes. After receiving the malicious command, the device will keep reporting its status and finally drain its battery after receiving the 'Set_short_poll_interval' command.",7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,3.6,Primary,NVD-CWE-noinfo,True,0,0,1,,,,
73,Dynamic Module State Manipulation,8,CVE-2015-6569,Attackers manipulate dynamic module states by exploiting software vulnerabilities.,Leads to errors in vehicle stability management.,0,Race condition in the LoadBalancer module in the Atlassian Floodlight Controller before 1.2 allows remote attackers to cause a denial of service (NULL pointer dereference and thread crash) via a state manipulation attack.,5.9,MEDIUM,NETWORK,HIGH,NONE,NONE,2.2,3.6,Primary,CWE-362,True,0,0,1,,,,
74,Unauthorized Access to Dynamic Module Data,8,CVE-2024-25603,Attackers gain unauthorized access to Zustand Dynamikmodule ECU.,Sensitive data could be misused or altered.,0,"Stored cross-site scripting (XSS) vulnerability in the Dynamic Data Mapping module's DDMForm in Liferay Portal 7.2.0 through 7.4.3.4, and older unsupported versions, and Liferay DXP 7.4.13, 7.3 before update 4, 7.2 before fix pack 17, and older unsupported versions allows remote authenticated users to inject arbitrary web script or HTML via the instanceId parameter.",9,CRITICAL,NETWORK,LOW,LOW,REQUIRED,2.3,6,Secondary,CWE-79,True,1,1,1,,,,
75,Battery Status Data Tampering,10,CVE-2024-3094,Attackers modify battery status data to mislead energy systems.,Could result in improper charging or usage inefficiencies.,0,"Malicious code was discovered in the upstream tarballs of xz, starting with version 5.6.0. 
Through a series of complex obfuscations, the liblzma build process extracts a prebuilt object file from a disguised test file existing in the source code, which is then used to modify specific functions in the liblzma code. This results in a modified liblzma library that can be used by any software linked against this library, intercepting and modifying the data interaction with this library.",10,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,6,Primary,CWE-506,True,1,1,1,,,,
76,Firmware Exploit on Battery ECU,10,CVE-2024-49409,Exploitation of firmware vulnerabilities in the battery ECU.,Could allow unauthorized control of energy systems.,0,Out-of-bounds write in Battery Full Capacity node prior to Firmware update Sep-2024 Release on Galaxy S24 allows local attackers to write out-of-bounds memory. System privilege is required for triggering this vulnerability.,6.4,MEDIUM,LOCAL,HIGH,HIGH,NONE,0.5,5.9,Primary,CWE-787,True,1,1,1,,,,
77,Manipulation of Control Outputs,12,CVE-2024-9787,Attackers alter Stellgrößen control outputs to destabilize the vehicle.,Compromises handling and safety.,0,"A vulnerability, which was classified as problematic, was found in Contemporary Control System BASrouter BACnet BASRT-B 2.7.2. This affects an unknown part of the component UDP Packet Handler. The manipulation leads to denial of service. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.",5.3,MEDIUM,NETWORK,LOW,NONE,NONE,3.9,1.4,Secondary,CWE-404,True,0,0,1,,,,
78,Denial of Service on Control Signals,14,CVE-2011-0753,DoS attack interrupts control signal transmission.,"Vehicle may fail to react dynamically, risking stability.",0,,,,,,,,,,,,,,,,,,,
79,Unauthorized Access to Control Parameters,15,CVE-2023-25931,Unauthorized users access control parameter configurations.,Leads to arbitrary alterations in control dynamics.,0,"Medtronic identified that the Pelvic Health clinician apps, which are installed on the Smart Programmer mobile device, have a password vulnerability that requires a security update to fix. Not updating could potentially result in unauthorized control of the clinician therapy application, which has greater control over therapy parameters than the patient app.  Changes still cannot be made outside of the established therapy parameters of the programmer.  For unauthorized access to occur, an individual would need physical access to the Smart Programmer. 

",6.4,MEDIUM,PHYSICAL,LOW,NONE,NONE,0.9,5.5,Secondary,CWE-620,True,1,1,1,,,,
80,Tampering with Dynamic State Data,9,CVE-2021-1104,Manipulation of Fahrzeugzustand data used in dynamic estimations to mislead control systems.,Could cause unsafe vehicle behavior due to miscalculated dynamics.,0,"The RISC-V Instruction Set Manual contains a documented ambiguity for the Machine Trap Vector Base Address (MTVEC) register that may lead to a vulnerability due to the initial state of the register not being defined, potentially leading to information disclosure, data tampering and denial of service.",9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,5.9,Primary,CWE-908,True,1,1,1,,,,
80,Tampering with Dynamic State Data,9,CVE-2021-1104,Manipulation of Fahrzeugzustand data used in dynamic estimations to mislead control systems.,Could cause unsafe vehicle behavior due to miscalculated dynamics.,0,"The RISC-V Instruction Set Manual contains a documented ambiguity for the Machine Trap Vector Base Address (MTVEC) register that may lead to a vulnerability due to the initial state of the register not being defined, potentially leading to information disclosure, data tampering and denial of service.",9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,5.9,Primary,CWE-908,True,1,1,1,,,,
80,Tampering with Dynamic State Data,9,CVE-2021-1104,Manipulation of Fahrzeugzustand data used in dynamic estimations to mislead control systems.,Could cause unsafe vehicle behavior due to miscalculated dynamics.,0,"The RISC-V Instruction Set Manual contains a documented ambiguity for the Machine Trap Vector Base Address (MTVEC) register that may lead to a vulnerability due to the initial state of the register not being defined, potentially leading to information disclosure, data tampering and denial of service.",9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,5.9,Primary,CWE-908,True,1,1,1,,,,
80,Tampering with Dynamic State Data,9,CVE-2021-1104,Manipulation of Fahrzeugzustand data used in dynamic estimations to mislead control systems.,Could cause unsafe vehicle behavior due to miscalculated dynamics.,0,"The RISC-V Instruction Set Manual contains a documented ambiguity for the Machine Trap Vector Base Address (MTVEC) register that may lead to a vulnerability due to the initial state of the register not being defined, potentially leading to information disclosure, data tampering and denial of service.",9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,5.9,Primary,CWE-908,True,1,1,1,,,,
81,Unauthorized Access to Dynamic State ECU,9,CVE-2021-1104,"Unauthorized access to the Fahrzeugzustand ECU, allowing attackers to alter state parameters.",Could enable exploitation of vehicle controls through compromised state data.,0,"The RISC-V Instruction Set Manual contains a documented ambiguity for the Machine Trap Vector Base Address (MTVEC) register that may lead to a vulnerability due to the initial state of the register not being defined, potentially leading to information disclosure, data tampering and denial of service.",9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,5.9,Primary,CWE-908,True,1,1,1,,,,
81,Unauthorized Access to Dynamic State ECU,9,CVE-2021-1104,"Unauthorized access to the Fahrzeugzustand ECU, allowing attackers to alter state parameters.",Could enable exploitation of vehicle controls through compromised state data.,0,"The RISC-V Instruction Set Manual contains a documented ambiguity for the Machine Trap Vector Base Address (MTVEC) register that may lead to a vulnerability due to the initial state of the register not being defined, potentially leading to information disclosure, data tampering and denial of service.",9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,5.9,Primary,CWE-908,True,1,1,1,,,,
81,Unauthorized Access to Dynamic State ECU,9,CVE-2021-1104,"Unauthorized access to the Fahrzeugzustand ECU, allowing attackers to alter state parameters.",Could enable exploitation of vehicle controls through compromised state data.,0,"The RISC-V Instruction Set Manual contains a documented ambiguity for the Machine Trap Vector Base Address (MTVEC) register that may lead to a vulnerability due to the initial state of the register not being defined, potentially leading to information disclosure, data tampering and denial of service.",9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,5.9,Primary,CWE-908,True,1,1,1,,,,
81,Unauthorized Access to Dynamic State ECU,9,CVE-2021-1104,"Unauthorized access to the Fahrzeugzustand ECU, allowing attackers to alter state parameters.",Could enable exploitation of vehicle controls through compromised state data.,0,"The RISC-V Instruction Set Manual contains a documented ambiguity for the Machine Trap Vector Base Address (MTVEC) register that may lead to a vulnerability due to the initial state of the register not being defined, potentially leading to information disclosure, data tampering and denial of service.",9.8,CRITICAL,NETWORK,LOW,NONE,NONE,3.9,5.9,Primary,CWE-908,True,1,1,1,,,,
82,Denial of Service Attack on Dynamic State Calculation,9,CVE-2021-0263,DoS attack prevents Fahrzeugzustand ECU from computing or sharing dynamic state information.,Loss of critical vehicle state data availability affecting vehicle stability.,0,"A Data Processing vulnerability in the Multi-Service process (multi-svcs) on the FPC of Juniper Networks Junos OS on the PTX Series routers may lead to the process becoming unresponsive, ultimately affecting traffic forwarding, allowing an attacker to cause a Denial of Service (DoS) condition . The Multi-Service Process running on the FPC is responsible for handling sampling-related operations when a J-Flow configuration is activated. This can occur during periods of heavy route churn, causing the Multi-Service Process to stop processing updates, without consuming any further updates from kernel. This back pressure towards the kernel affects further dynamic updates from other processes in the system, including RPD, causing a KRT-STUCK condition and traffic forwarding issues. An administrator can monitor the following command to check if there is the KRT queue is stuck: user@device > show krt state ... Number of async queue entries: 65007 <--- this value keep on increasing. The following logs/alarms will be observed when this condition exists: user@junos> show chassis alarms 2 alarms currently active Alarm time Class Description 2020-10-11 04:33:45 PDT Minor Potential slow peers are: MSP(FPC1-PIC0) MSP(FPC3-PIC0) MSP(FPC4-PIC0) Logs: Oct 11 04:33:44.672 2020 test /kernel: rts_peer_cp_recv_timeout : Bit set for msp8 as it is stuck Oct 11 04:35:56.000 2020 test-lab fpc4 user.err gldfpc-multi-svcs.elf: Error in parsing composite nexthop Oct 11 04:35:56.000 2020 test-lab fpc4 user.err gldfpc-multi-svcs.elf: composite nexthop parsing error Oct 11 04:43:05 2020 test /kernel: rt_pfe_veto: Possible slowest client is msp38. States processed - 65865741. States to be processed - 0 Oct 11 04:55:55 2020 test /kernel: rt_pfe_veto: Memory usage of M_RTNEXTHOP type = (0) Max size possible for M_RTNEXTHOP type = (8311787520) Current delayed unref = (60000), Current unique delayed unref = (10896), Max delayed unref on this platform = (40000) Current delayed weight unref = (71426) Max delayed weight unref on this platform= (400000) curproc = rpd Oct 11 04:56:00 2020 test /kernel: rt_pfe_veto: Too many delayed route/nexthop unrefs. Op 2 err 55, rtsm_id 5:-1, msg type 2 This issue only affects PTX Series devices. No other products or platforms are affected by this vulnerability. This issue affects Juniper Networks Junos OS on PTX Series: 18.2 versions prior to 18.2R3-S7; 18.3 versions prior to 18.3R3-S4; 18.4 versions prior to 18.4R2-S8, 18.4R3-S7; 19.1 versions prior to 19.1R3-S4; 19.2 versions prior to 19.2R3-S1; 19.3 versions prior to 19.3R3-S1; 19.4 versions prior to 19.4R2-S4, 19.4R3-S1; 20.1 versions prior to 20.1R2; 20.2 versions prior to 20.2R2; 20.3 versions prior to 20.3R1-S2, 20.3R2. This issue does not affect Juniper Networks Junos OS versions prior to 18.2R1.",5.9,MEDIUM,NETWORK,HIGH,NONE,NONE,2.2,3.6,Secondary,CWE-19,True,0,0,1,,,,
83,Physical Attack on Fahrzeugzustand Sensors,9,CVE-2023-28896,Attackers damage or tamper with sensors feeding Fahrzeugzustand data.,"Impaired accuracy of vehicle state calculations, potentially leading to faulty control decisions.",0,"Access to critical Unified Diagnostics Services (UDS) of the Modular Infotainment Platform 3 (MIB3) infotainment is transmitted via Controller Area Network (CAN) bus in a form that can be easily decoded by attackers with physical access to the vehicle.

Vulnerability discovered on Škoda Superb III (3V3) - 2.0 TDI manufactured in 2022.

",3.3,LOW,LOCAL,LOW,NONE,REQUIRED,1.8,1.4,Secondary,CWE-261,True,1,0,0,,,,
84,Tampering with Battery Charge Data,17,CVE-2021-34588,Manipulation of battery charge data to provide misleading charge levels.,Could cause incorrect decisions about vehicle range or energy management.,0,In Bender/ebee Charge Controllers in multiple versions are prone to unprotected data export. Backup export is protected via a random key. The key is set at user login. It is empty after reboot .,8.6,HIGH,NETWORK,LOW,NONE,NONE,3.9,4,Primary,CWE-425,True,1,0,0,,,,
85,Unauthorized Access to Battery Monitoring ECU,17,CVE-2024-6347,Unauthorized access allows attackers to alter battery charge parameters.,May lead to vehicle system failures or unsafe conditions.,0,"*  Unprotected privileged mode access through UDS session in the Blind Spot Detection Sensor ECU firmware in Nissan Altima (2022) allows attackers to trigger denial-of-service (DoS) by unauthorized access to the ECU's programming session.
  *  No preconditions implemented for ECU management functionality through UDS session in the Blind Spot Detection Sensor ECU in Nissan Altima (2022) allows attackers to disrupt normal ECU operations by triggering a control command without authentication.",6.5,MEDIUM,ADJACENT_NETWORK,LOW,NONE,NONE,2.8,3.6,Secondary,CWE-285,True,0,0,1,,,,
85,Unauthorized Access to Battery Monitoring ECU,17,CVE-2024-6347,Unauthorized access allows attackers to alter battery charge parameters.,May lead to vehicle system failures or unsafe conditions.,0,"*  Unprotected privileged mode access through UDS session in the Blind Spot Detection Sensor ECU firmware in Nissan Altima (2022) allows attackers to trigger denial-of-service (DoS) by unauthorized access to the ECU's programming session.
  *  No preconditions implemented for ECU management functionality through UDS session in the Blind Spot Detection Sensor ECU in Nissan Altima (2022) allows attackers to disrupt normal ECU operations by triggering a control command without authentication.",6.5,MEDIUM,ADJACENT_NETWORK,LOW,NONE,NONE,2.8,3.6,Secondary,CWE-285,True,0,0,1,,,,
85,Unauthorized Access to Battery Monitoring ECU,17,CVE-2024-6347,Unauthorized access allows attackers to alter battery charge parameters.,May lead to vehicle system failures or unsafe conditions.,0,"*  Unprotected privileged mode access through UDS session in the Blind Spot Detection Sensor ECU firmware in Nissan Altima (2022) allows attackers to trigger denial-of-service (DoS) by unauthorized access to the ECU's programming session.
  *  No preconditions implemented for ECU management functionality through UDS session in the Blind Spot Detection Sensor ECU in Nissan Altima (2022) allows attackers to disrupt normal ECU operations by triggering a control command without authentication.",6.5,MEDIUM,ADJACENT_NETWORK,LOW,NONE,NONE,2.8,3.6,Secondary,CWE-285,True,0,0,1,,,,
85,Unauthorized Access to Battery Monitoring ECU,17,CVE-2024-6347,Unauthorized access allows attackers to alter battery charge parameters.,May lead to vehicle system failures or unsafe conditions.,0,"*  Unprotected privileged mode access through UDS session in the Blind Spot Detection Sensor ECU firmware in Nissan Altima (2022) allows attackers to trigger denial-of-service (DoS) by unauthorized access to the ECU's programming session.
  *  No preconditions implemented for ECU management functionality through UDS session in the Blind Spot Detection Sensor ECU in Nissan Altima (2022) allows attackers to disrupt normal ECU operations by triggering a control command without authentication.",6.5,MEDIUM,ADJACENT_NETWORK,LOW,NONE,NONE,2.8,3.6,Secondary,CWE-285,True,0,0,1,,,,
85,Unauthorized Access to Battery Monitoring ECU,17,CVE-2024-6347,Unauthorized access allows attackers to alter battery charge parameters.,May lead to vehicle system failures or unsafe conditions.,0,"*  Unprotected privileged mode access through UDS session in the Blind Spot Detection Sensor ECU firmware in Nissan Altima (2022) allows attackers to trigger denial-of-service (DoS) by unauthorized access to the ECU's programming session.
  *  No preconditions implemented for ECU management functionality through UDS session in the Blind Spot Detection Sensor ECU in Nissan Altima (2022) allows attackers to disrupt normal ECU operations by triggering a control command without authentication.",6.5,MEDIUM,ADJACENT_NETWORK,LOW,NONE,NONE,2.8,3.6,Secondary,CWE-285,True,0,0,1,,,,
86,Battery Monitoring System DoS Attack,17,CVE-2024-47499,DoS attack prevents reporting of battery charge data.,Impairs energy management and can disrupt EV operation.,0,"An Improper Check for Unusual or Exceptional Conditions vulnerability in the routing protocol daemon (RPD) of Juniper Networks Junos OS and Junos OS Evolved allows an unauthenticated, network based attacker to cause a Denial of Service (DoS). 

In a scenario where BGP Monitoring Protocol (BMP) is configured with rib-in pre-policy monitoring, receiving a BGP update with a specifically malformed AS PATH attribute over an established BGP session, can cause an RPD crash and restart.

This issue affects:

Junos OS: 



  *  All versions before 21.2R3-S8,
  *  21.4 versions before 21.4R3-S8,
  *  22.2 versions before 22.2R3-S4,
  *  22.3 versions before 22.3R3-S3,
  *  22.4 versions before 22.4R3-S2,
  *  23.2 versions before 23.2R2-S1,
  *  23.4 versions before 23.4R1-S2, 23.4R2;







Junos OS Evolved:




  *  All versions before 21.2R3-S8-EVO,
  *  21.4 versions before 21.4R3-S8-EVO,
  *  22.2 versions before 22.2R3-S4-EVO,
  *  22.3 versions before 22.3R3-S3-EVO,
  *  22.4 versions before 22.4R3-S2-EVO,
  *  23.2 versions before 23.2R2-S1-EVO,
  *  23.4 versions before 23.4R1-S2-EVO, 23.4R2-EVO.",7.5,HIGH,NETWORK,LOW,NONE,NONE,3.9,3.6,Secondary,CWE-754,False,0,0,1,,,,
87,Tampering with Dynamic Module State,18,CVE-2024-48918,Manipulation of dynamic module state information to mislead control systems.,Could result in unsafe or inefficient vehicle dynamics.,0,,,,,,,,,,,,,,,,,,,
88,Physical Tampering with Sensors,18,CVE-2023-44298,Damage or tampering with sensors providing input to dynamic modules.,Inaccurate state reporting and potential vehicle control failures.,0,"
Dell PowerEdge platforms 16G Intel E5 BIOS and Dell Precision BIOS, version 1.4.4, contain active debug code security vulnerability. An unauthenticated physical attacker could potentially exploit this vulnerability, leading to information tampering, code execution, denial of service.

",3.6,LOW,PHYSICAL,HIGH,NONE,NONE,0.5,2.7,Secondary,CWE-1234,True,0,1,1,,,,
89,Unauthorized State Data Access,19,CVE-2024-6485,Unauthorized access to Fahrzeugzustand ECU to alter state parameters.,May result in loss of control or unsafe operations.,0,"A security vulnerability has been discovered in bootstrap that could enable Cross-Site Scripting (XSS) attacks. The vulnerability is associated with the data-loading-text attribute within the button plugin. This vulnerability can be exploited by injecting malicious JavaScript code into the attribute, which would then be executed when the button's loading state is triggered.",6.4,MEDIUM,NETWORK,HIGH,NONE,REQUIRED,1.6,4.7,Secondary,CWE-79,False,1,1,1,,,,
